favour,"n. 偏爱；赞同；善行
vt. 赞成；喜爱；有助于"
anchor,"n. 锚；抛锚停泊；靠山；新闻节目主播
adj. 末棒的；最后一棒的
vt. 抛锚；使固定；主持节目
vi. 抛锚"
vigilant,adj. 警惕的；警醒的；注意的；警戒的
watertight,adj. 水密的；不漏水的；无懈可击的
deter,vt. 制止，阻止；使打消念头
laconic,adj. 简洁的，简明的
fuse,"n. 保险丝，熔线；导火线，雷管
vt. 使融合；使熔化，使熔融
vi. 融合；熔化，熔融"
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
misfortune,n. 不幸；灾祸，灾难
boost,"n. 推动；帮助；宣扬
vi. 宣扬；偷窃
vt. 促进；增加；支援"
install,vt. 安装；任命；安顿
regularity,n. 规则性；整齐；正规；匀称
inflammable,"n. 易燃物
adj. 易燃的；易怒的；易激动的"
haunt,"n. 栖息地；常去的地方
vt. 常出没于…；萦绕于…；经常去…
vi. 出没；作祟"
deterioration,n. 恶化；退化；堕落
underlying,"adj. 潜在的；根本的；在下面的；优先的
v. 放在…的下面；为…的基础；优先于（underlie的ing形式）"
unobtrusive,adj. 不唐突的；谦虚的；不引人注目的
maximise,vt. 把…增加到最大限度；尽量增大（等于maximize）
diagram,"n. 图表；图解
vt. 用图解法表示"
toxic,adj. 有毒的；中毒的
dip,"n. 下沉，下降；倾斜；浸渍，蘸湿
vi. 浸；下降，下沉；倾斜；舀，掏
vt. 浸，泡，蘸；舀取；把伸入"
eventually,adv. 最后，终于
detour,"n. 绕道；便道
vt. 使…绕道而行
vi. 绕道；迂回"
squander,"n. 浪费
vt. 浪费
vi. 浪费；漂泊"
diameter,n. 直径
effluent,"n. 污水；流出物；废气
adj. 流出的，发出的"
dubious,adj. 可疑的；暧昧的；无把握的；半信半疑的
prevention,n. 预防；阻止；妨碍
complementary,adj. 补足的，补充的
sociable,"n. 联谊会
adj. 社交的；好交际的；友善的"
sequence,"n.  序列；顺序；续发事件
vt. 按顺序排好"
perplex,vt. 使困惑，使为难；使复杂化
spew,"vt. 喷出；呕吐
vi. 喷涌；呕吐"
demolition,n. 拆除（等于demolishment）；破坏；毁坏
creep,"n. 爬行；毛骨悚然的感觉；谄媚者
vi. 爬行；蔓延；慢慢地移动；起鸡皮疙瘩"
fidelity,n. 保真度；忠诚；精确；尽责
sporadically,adv. 零星地；偶发地
carpentry,n. 木器；木工手艺； 木工业
noteworthy,adj. 值得注意的；显著的
approximately,adv. 大约，近似地；近于
spontaneous,adj. 自发的；自然的；无意识的
overtake,"vt. 赶上；压倒；突然来袭
vi. 超车"
integrity,n. 完整；正直；诚实；廉正
chancellor,n. 总理（德、奥等的）；（英）大臣；校长（美国某些大学的）；（英）大法官；（美）首席法官
ponderous,"adj. 笨重的；沉闷的；呆板的
比较级more ponderous 最高级most ponderous"
discursive,adj. 散漫的；离题的；东拉西扯的；无层次的
guzzle,"n. 狂饮；豪饮作乐
vt. 狂饮；暴食
vi. 狂饮；暴食；狼吞虎咽"
witness,"n. 证人；目击者；证据
vt. 目击；证明；为…作证
vi. 作证人"
internal,"n. 内脏；本质
adj. 内部的；里面的；体内的；（机构）内部的"
captive,"n. 俘虏；迷恋者
adj. 被俘虏的；被迷住的"
respectively,adv. 分别地；各自地，独自地
saving,"n. 节约；挽救；存款
prep. 考虑到；除...之外
adj. 节约的；挽救的；补偿的；保留的"
vulnerable,adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
persevere,vi. 坚持；不屈不挠；固执己见（在辩论中）
maltreat,vt. 虐待；滥用；粗暴对待
coarse,adj. 粗糙的；粗俗的；下等的
fickle,adj. 浮躁的；易变的；变幻无常的
cruel,adj. 残酷的，残忍的；使人痛苦的，让人受难的；无情的，严酷的
soar,"n. 高飞；高涨
vi. 高飞；高耸；往上飞舞"
intact,adj. 完整的；原封不动的；未受损伤的
sneeze,"n. 喷嚏
vi. 打喷嚏"
revitalise,vt. 使有新的活力；使新生（等于revitalize）
submerge,"vt. 淹没；把…浸入；沉浸
vi. 淹没；潜入水中；湮没"
legitimise,vt. 使合法，给…以合法地位
deadly,"adj. 致命的；非常的；死一般的
adv. 非常；如死一般地"
reclaim,"n. 改造，感化；再生胶
vt. 开拓；回收再利用；改造某人，使某人悔改
vi. 抗议，喊叫"
opaque,"adj. 不透明的；不传热的；迟钝的
n. 不透明物
vt. 使不透明；使不反光"
enable,vt. 使能够，使成为可能；授予权利或方法
timid,adj. 胆小的；羞怯的
session,n. 会议；（法庭的）开庭；（议会等的）开会；学期；讲习会
trap,"n. 陷阱；圈套； 存水湾
vt. 诱捕；使…受限制；使…陷入困境
vi. 设陷阱"
shorthand,"n. 速记；速记法
adj. 速记法的"
elite,n. 精英；精华；中坚分子
inscribe,vt. 题写；题献；铭记；雕
refectory,n. 食堂；（修道院，学院等处的）餐厅
obesity,n. 肥大，肥胖
concussion,n. 冲击；震荡；脑震荡
adaptable,adj. 适合的；能适应的；可修改的
thoroughly,adv. 彻底地，完全地
array,"n. 数组，阵列；排列，列阵；大批，一系列；衣服
vt. 排列，部署；打扮"
illuminate,"vt. 阐明，说明；照亮；使灿烂；用灯装饰
vi. 照亮"
perspective,"n. 观点；远景；透视图
adj. 透视的"
longitude,n.  经度；经线
bilateral,adj. 双边的；有两边的
convict,"n. 罪犯
vt. 证明…有罪；宣告…有罪"
discrete,"n. 分立元件；独立部件
adj. 离散的，不连续的"
premium,"n. 额外费用；奖金；保险费;(商)溢价
adj. 高价的；优质的"
extent,n. 程度；范围；长度
dissent,"n. 异议；（大写）不信奉国教
vi. 不同意；不信奉国教"
fancy,"n. 幻想；想象力；爱好
adj. 想象的；奇特的；昂贵的；精选的
vt. 想象；喜爱；设想；自负
vi. 幻想；想象"
industrious,adj. 勤勉的
irrelevant,adj. 不相干的；不切题的
hilarity,n. 欢喜；高兴；欢闹
pitch,"n. 沥青；音高；程度；树脂；倾斜；投掷；球场
vt. 投；掷；定位于；用沥青涂；扎营；向前倾跌
vi. 倾斜；投掷；搭帐篷；坠落"
statute,n.  法规；法令；条例
clamour,"n. 喧闹
vt. 吵闹；大声地要求
vi. 叫喊；大声地要求"
momentum,n. 势头； 动量；动力；冲力
declaration,n. （纳税品等的）申报；宣布；公告；申诉书
comprehensive,"n. 综合学校；专业综合测验
adj. 综合的；广泛的；有理解力的"
manufacturer,n. 制造商； 厂商
renovate,vt. 更新；修复；革新；刷新
platform,n. 平台；月台，站台；坛；讲台
disabuse,vt. 使省悟；解迷惑；释疑；矫正
rarity,n. 罕见；珍贵；珍品（需用复数）；稀薄
culprit,n. 犯人，罪犯；被控犯罪的人
morbid,adj. 病态的；由病引起的；恐怖的；病变部位的
repatriate,"n. 被遣返回国者
v. 遣返"
recycle,"n. 再生；再循环；重复利用
vt. 使再循环；使…重新利用
vi. 重复利用"
bury,vt. 埋葬；隐藏
digest,"n. 文摘；摘要
vt. 消化；吸收；融会贯通
vi. 消化"
genre,"n. 类型；种类；体裁；样式；流派；风俗画
adj. 风俗画的；以日常情景为主题的"
reflection,n. 反射；沉思；映象
courtesy,"n. 礼貌；好意；恩惠
adj. 殷勤的；被承认的；出于礼节的"
pervasive,adj. 普遍的；到处渗透的；流行的
recount,"n. 重算
vt. 叙述；重新计算"
prospective,"n. 预期；展望
adj. 未来的；预期的"
hereditary,"n. 遗传类
adj. 遗传的；世袭的；世代相传的"
conception,n. 怀孕；概念；设想；开始
promptly,adv. 迅速地；立即地；敏捷地
ounce,n. 盎司；少量；雪豹
challenge,"n. 挑战；怀疑
vt. 向…挑战；对…质疑"
sprout,"n. 芽；萌芽；苗芽
vt. 使发芽；使萌芽
vi. 发芽；长芽"
erudite,"n. 饱学之士
adj. 博学的；有学问的"
collision,n. 碰撞；冲突；（意见，看法）的抵触；（政党等的）倾轧
anarchy,n. 无政府状态；混乱；无秩序
hatch,"n. 孵化；舱口
vt. 孵；策划
vi. 孵化"
particulate,"n. 微粒
a. 微粒的"
automatically,"adj. 不经思索的
adv. 自动地；机械地；无意识地"
stationery,n. 文具；信纸
excel,"vt. 超过；擅长
vi. (在某方面)胜过(或超过)别人"
digestive,"n. 助消化药
adj. 消化的；助消化的"
bully,"n. 欺凌弱小者；土霸
vt. 欺负；威吓
adj. 第一流的；特好的
vi. 欺侮人
adv. 很；十分
int. 好；妙"
tingling,"n. 麻刺感；发出叮当声
v. 刺痛；激动；鸣响（tingle的ing形式）"
referee,"n. 裁判员；调解人；介绍人
vt. 为…当裁判；调停
vi. 仲裁；担任裁判"
disorientated,"adj. 不知所措的；迷失方向的
v. 使失去方向（disorientate的过去式和过去分词）"
benign,adj. 良性的；和蔼的，亲切的；吉利的
profuse,adj. 丰富的；很多的；慷慨的；浪费的
apparent,adj. 显然的；表面上的
regulate,vt. 调节，规定；控制；校准；有系统的管理
stumble,"n. 绊倒；蹒跚而行
vi. 踌躇，蹒跚；失足；犯错
vt. 使…困惑；使…绊倒"
inflation,n. 膨胀；通货膨胀；夸张；自命不凡
horizontal,"n. 水平线，水平面；水平位置
adj. 水平的；地平线的；同一阶层的"
artifact,n. 人工制品；手工艺品
surmise,"n. 推测；猜度
vt. 猜测；推测
vi. 猜测；认为"
novice,n. 初学者，新手
pledge,"n. 保证，誓言；抵押；抵押品，典当物
vt. 保证，许诺；用……抵押；举杯祝……健康"
foetus,n. 胎儿
overcome,"vt. 克服；胜过
vi. 克服；得胜"
legacy,n. 遗赠，遗产
equate,"vt. 使相等；视为平等
vi. 等同"
edible,"n. 食品；食物
adj. 可食用的"
tidal,adj. 潮汐的；潮的，有关潮水的；定时涨落的
artifice,n. 诡计；欺骗；巧妙的办法
insulate,vt. 隔离，使孤立；使绝缘，使隔热
virtually,adv. 事实上，几乎；实质上
immemorial,adj. 远古的，古老的；无法追忆的
memorandum,n. 备忘录；便笺
recommendation,n. 推荐；建议；推荐信
computerise,vt. 用计算机做，使计算机化; 将（资料）存入计算机
numerical,adj. 数值的；数字的；用数字表示的（等于numeric）
overestimate,"vt. 对……评价过高；对……估计过高
n. 估计过高；评价过高；出价过高
vi. 估计过高；评价过高"
inhabitant,n. 居民；居住者
discourse,"n. 论述；谈话；演讲
vt. 说出；演奏出
vi. 演说；谈论；讲述"
trivial,adj. 不重要的，琐碎的；琐细的
baffle,"n. 挡板；困惑
vt. 使…困惑；使…受挫折；用挡板控制
vi. 做徒劳挣扎"
abbreviate,"vt. 缩写，使省略；使简短
vi. 使用缩写词"
culminate,"vt. 使结束；使达到高潮
vi. 到绝顶；达到高潮；达到顶点"
highlight,"n. 最精彩的部分；最重要的事情；加亮区
vt. 突出；强调；使显著；加亮"
collide,"vi. 碰撞；抵触，冲突
vt. 使碰撞；使相撞"
appreciate,"vi. 增值；涨价
vt. 欣赏；感激；领会；鉴别"
lease,"n. 租约；租期；租赁物；租赁权
vt. 出租；租得
vi. 出租"
census,"n. 人口普查，人口调查
vt. 实施统计调查"
ratify,vt. 批准；认可
commence,v. 开始；着手；<英>获得学位
latitude,n. 纬度；界限；活动范围
inventory,n. 存货，存货清单；详细目录；财产清册
detergent,n. 清洁剂；去垢剂
household,"n. 全家人，一家人；(包括佣工在内的)家庭，户
adj. 家庭的；日常的；王室的"
defer,"vt. 使推迟；使延期
vi. 推迟；延期；服从"
initiative,"n. 主动权；首创精神
adj. 主动的；自发的；起始的"
release,"n. 释放；发布；让与
vt. 释放；发射；让与；允许发表"
strive,vi. 努力；奋斗；抗争
vicinity,n. 邻近，附近；近处
heap,"n. 堆；许多；累积
vt. 堆；堆积
vi. 堆起来"
outpost,n. 前哨；警戒部队；边区村落
ripple,"n. 波纹；涟漪； 涟波
vt. 在…上形成波痕
vi. 起潺潺声"
grim,adj. 冷酷的；糟糕的；残忍的
solar,"n. 日光浴室
adj. 太阳的；日光的；利用太阳光的；与太阳相关的"
attentive,adj. 留意的，注意的
slender,adj. 细长的；苗条的；微薄的
overhead,"adv. 在头顶上；在空中；在高处
adj. 高架的；在头上的；在头顶上的
n. 天花板； 经常费用；间接费用；吊脚架空层"
edition,"n. 版本
版次
集"
reign,"n. 统治；统治时期；支配
vi. 统治；支配；盛行；君临"
salinity,n. 盐度；盐分；盐性
assess,vt. 评定；估价；对…征税
obsolete,"adj. 废弃的；老式的
n. 废词；陈腐的人
vt. 淘汰；废弃"
stance,n. 立场；姿态；位置；准备击球姿势
introductory,adj. 引导的，介绍的；开端的
majority,n. 多数；成年
retreat,"n. 撤退；休息寓所；撤退
vt. 退（棋）；使后退
vi. 撤退；退避；向后倾"
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
grip,"n. 紧握；柄；支配；握拍方式；拍柄绷带
vt. 紧握；夹紧
vi. 抓住"
presume,"vi. 相信；擅自行为
vt. 假定；推测；擅自；意味着"
exempt,"n. 免税者；被免除义务者
adj. 被免除的；被豁免的
vt. 免除；豁免"
sensation,n. 感觉；轰动；感动
famished,"adj. 极饥饿的
v. 使饥饿（famish的过去式）"
pliable,adj. 柔韧的；柔软的；圆滑的；易曲折的
considerable,adj. 相当大的；重要的，值得考虑的
transmit,"vt. 传输；传播；发射；传达；遗传
vi. 传输；发射信号"
invariably,adv. 总是；不变地；一定地
bankruptcy,n. 破产
agenda,n. 议程；日常工作事项；日程表
stiffen,"vt. 使变硬；使粘稠
vi. 变硬；变猛烈；变粘"
utility,"n. 实用；效用；公共设施；功用
adj. 实用的；通用的；有多种用途的"
populate,vt. 居住于；构成人口；移民于；殖民于
avalanche,"n. 雪崩
vt. 雪崩
vi. 崩塌"
bogus,"n. 伪币
adj. 假的；伪造的"
inspire,vt. 激发；鼓舞；启示；产生；使生灵感
regional,adj. 地区的；局部的；整个地区的
approval,n. 批准；认可；赞成
dissipate,"vi. 驱散；放荡
vt. 浪费；使…消散"
lament,"n. 挽歌；恸哭；悲痛之情
vi. 哀悼；悲叹；悔恨
vt. 哀悼；痛惜"
associated,"v. 联系（associate的过去式和过去分词）
adj. 关联的；联合的"
vibrate,"vt. 使振动；使颤动
vi. 振动；颤动；摇摆；踌躇"
relevant,adj. 相关的；切题的；中肯的；有重大关系的；有意义的，目的明确的
deplore,vt. 谴责；悲悼；哀叹；对…深感遗憾
muddle,"vt. 混合；使咬字不清晰；使微醉
n. 糊涂；困惑；混浊状态
vi. 胡乱思考；糊里糊涂地行事"
former,"n. 模型，样板；起形成作用的人
adj. 从前的，前者的；前任的"
emigrate,"vi. 移居；移居外国
vt. 移民"
cue,"n. 提示，暗示；线索
vt. 给…暗示"
bound,"n. 范围；跳跃
adj. 有义务的；必定的；受约束的；装有封面的
vt. 束缚；使跳跃
vi. 限制；弹起"
peculiarity,n. 特性；特质；怪癖；奇特
assessment,n. 评定；估价
aspiring,"v. 立志（aspire的ing形式）
adj. 有抱负的；追求…的；高耸的"
mediocre,adj. 普通的；平凡的；中等的
abbreviation,n. 缩写；缩写词
homogeneous,adj. 均匀的； 齐次的；同种的；同类的，同质的
preference,n. 偏爱，倾向；优先权
paddle,"n. 划桨；明轮翼
vt. 拌；搅；用桨划
vi. 划桨；戏水；涉水"
stray,"n. 走失的家畜；流浪者
adj. 迷路的；离群的；偶遇的
vi. 流浪；迷路；偏离"
inferior,"n. 下级；次品
adj. 差的；自卑的；下级的，下等的"
legible,adj. 清晰的；易读的；易辨认的
prosperity,n. 繁荣，成功
missile,"n. 导弹；投射物
adj. 导弹的；可投掷的；用以发射导弹的"
subsist,"vi. 存在；维持生活
vt. 供养"
immobilise,vt. 使不动; 使不能移动; 使停止流通
abortion,n. 流产，堕胎，小产；流产的胎儿；（计划等）失败，夭折
enclose,vt. 围绕；装入；放入封套
tentative,"n. 假设，试验
adj. 试验性的，暂定的；踌躇的"
fake,"n. 假货；骗子；假动作
adj. 伪造的
vt. 捏造；假装…的样子
vi. 假装；做假动作"
adolescent,"n. 青少年
adj. 青春期的；未成熟的"
localise,vt. 使局部化，使具有地方色彩
credential,n. 证书；凭据；国书
unparalleled,adj. 无比的；无双的；空前未有的
forthcoming,"n. 来临
adj. 即将来临的"
arbitrary,adj.  任意的；武断的；专制的
retaliate,"vi. 报复；回敬
vt. 报复"
charity,n. 慈善；施舍；慈善团体；宽容；施舍物
persist,"vi. 存留，坚持；持续，固执
vt. 坚持说，反复说"
blur,"n. 污迹；模糊不清的事物
vt. 涂污；使…模糊不清；使暗淡；玷污
vi. 沾上污迹；变模糊"
reasoning,"n. 推理；论证；评理
v. 推论；说服（reason的ing形式）
adj. 推理的"
interrupt,"n. 中断
vt. 中断；打断；插嘴；妨碍
vi. 打断；打扰"
defiance,n. 蔑视；挑战；反抗
conceptual,adj. 概念上的
aggravation,n. 加剧；激怒；更恶化
plague,"n. 瘟疫；灾祸；麻烦；讨厌的人
vt. 折磨；使苦恼；使得灾祸"
resilience,n. 恢复力；弹力；顺应力
uniform,"n. 制服
adj. 统一的；一致的；相同的；均衡的；始终如一的
vt. 使穿制服；使成一样"
outbreak,"n. （战争的）爆发；（疾病的）发作
vi. 爆发"
severe,adj. 严峻的；严厉的；剧烈的；苛刻的
pedestrian,"n. 行人；步行者
adj. 徒步的；缺乏想像力的"
breakthrough,n. 突破；突破性进展
equilibrium,n. 均衡；平静；保持平衡的能力
tutorial,"n. 个别指导
adj. 辅导的；家庭教师的，个别指导的"
screw,"n. 螺旋；螺丝钉；吝啬鬼
vt. 旋，拧；压榨；强迫
vi. 转动，拧"
outrageous,adj. 粗暴的；可恶的；令人吃惊的
righteous,adj. 正义的；正直的；公正的
objective,"adj. 客观的；目标的；宾格的
n. 目的；目标； 物镜；宾格"
ponder,"vi. 考虑；沉思
vt. 仔细考虑；衡量"
overlap,"n. 重叠；重复
vi. 部分重叠；部分的同时发生
vt. 与…重叠；与…同时发生"
voyage,"n. 航行；航程；旅行记
vt. 飞过；渡过
vi. 航行；航海"
fraction,n. 分数；部分；小部分；稍微
prestigious,adj. 有名望的；享有声望的
treadmill,n. 踏车，跑步机；单调的工作
adverse,adj. 不利的；相反的；敌对的（名词adverseness，副词adversely）
sluggish,"n. 市况呆滞；市势疲弱
adj. 萧条的；迟钝的；行动迟缓的；懒惰的"
grudge,"n. 怨恨；恶意；妒忌
vt. 怀恨；吝惜；妒忌；不情愿做"
register,"n. 登记；注册；记录；寄存器；登记簿
vt. 登记；注册；记录；挂号邮寄；把…挂号；正式提出
vi. 登记；注册；挂号"
pursuit,n. 追赶，追求；职业，工作
biological,adj. 生物的；生物学的
humble,"adj. 谦逊的；简陋的；（级别或地位）低下的；不大的
vt. 使谦恭；轻松打败（尤指强大的对手）；低声下气"
vertical,"n. 垂直线，垂直面
adj. 垂直的，直立的； 头顶的，顶点的"
clutch,"n. 离合器；控制；手；紧急关头
vt. 抓住；紧握
adj. 没有手提带或背带的；紧要关头的
vi. 攫；企图抓住"
antiquated,"adj. 过时的；陈旧的；年老的
v. 使古旧；废弃（antiquate的过去分词）"
renounce,"n. 垫牌
vt. 宣布放弃；与…断绝关系；垫牌
vi. 放弃权利；垫牌"
realm,n. 领域，范围；王国
permeate,"vt. 渗透，透过；弥漫
vi. 弥漫；透入；散布"
processor,n.  处理器；处理程序；加工者
cuisine,n. 烹饪，烹调法
flattering,adj. 奉承的；谄媚的
dizzy,"adj. 晕眩的；使人头晕的；昏乱的；心不在焉的；愚蠢的
vt. 使头晕眼花；使混乱；使茫然"
margin,"n. 边缘；利润，余裕；页边的空白
vt. 加边于；加旁注于"
deplete,vt. 耗尽，用尽；使衰竭，使空虚
extrovert,n. 外向；外倾者；性格外向者（等于extravert）
browse,"n. 浏览；吃草
vt. 浏览；吃草
vi. 浏览；吃草；漫不经心地看商品"
elude,vt. 逃避，躲避
loath,adj. 勉强的；不情愿的（等于loth）
energetic,adj. 精力充沛的；积极的；有力的
orbit,"n. 轨道；眼眶；势力范围；生活常规
vi. 盘旋；绕轨道运行
vt. 绕…轨道而行"
provoke,vt. 驱使；激怒；煽动；惹起
lunar,adj. 月亮的，月球的；阴历的；银的；微亮的
lenient,adj. 宽大的；仁慈的
fugitive,"n. 逃亡者；难捕捉之物
adj. 逃亡的；无常的；易变的"
brunt,n. 冲击；主要冲力
shatter,"n. 碎片；乱七八糟的状态
vt. 粉碎；打碎；破坏；破掉；使散开
vi. 粉碎；损坏；落叶"
prodigious,adj. 惊人的，异常的，奇妙的；巨大的
onslaught,n. 猛攻；突击
departure,n. 离开；出发；违背
trigger,"n. 扳机； 触发器；制滑机
vt. 引发，引起；触发
vi. 松开扳柄"
oversee,vt. 监督；审查；俯瞰；偷看到，无意中看到
triangle,n. 三角（形）；三角关系；三角形之物；三人一组
delete,vt. 删除
mitigate,"vt. 使缓和，使减轻
vi. 减轻，缓和下来"
embark,"vi. 从事，着手；上船或飞机
vt. 使从事；使上船"
cavity,n. 腔；洞，凹处
inhale,"vt. 吸入；猛吃猛喝
vi. 吸气"
ulterior,adj. 将来的，较远的；在那边的；隐秘不明的
purchase,"n. 购买；紧握；起重装置
vt. 购买；赢得
vi. 购买东西"
rebel,"n. 反叛者；叛徒
adj. 反抗的；造反的
vi. 反叛；反抗；造反"
humanity,n. 人类；人道；仁慈；人文学科
govern,"vt. 管理；支配；统治；控制
vi. 居支配地位；进行统治"
widespread,adj. 普遍的，广泛的；分布广的
dormant,adj. 休眠的；静止的；睡眠状态的；隐匿的
transitional,adj. 变迁的；过渡期的
neoclassical,adj. 新古典主义的
imperative,"n. 必要的事；命令；需要；规则；祈使语气
adj. 必要的，不可避免的；紧急的；命令的，专横的；势在必行的；祈使的"
patronage,n. 赞助；光顾；任免权
dissatisfied,"v. 使不满（dissatisfy的过去式和过去分词）
adj. 不满意的；不高兴的；流露不满的"
viewpoint,n. 观点，看法；视角
verify,vt. 核实；查证
overlie,vt. 躺在…上面；覆在…上面；压在（婴儿、幼仔）身上使之窒息而死
numerous,adj. 许多的，很多的
wrap,"n. 外套；围巾
vt. 包；缠绕；隐藏；掩护
vi. 包起来；缠绕；穿外衣"
faction,n. 派别；内讧；小集团；纪实小说
replenish,vt. 补充，再装满；把…装满；给…添加燃料
cereal,"n. 谷类，谷物；谷类食品；谷类植物
adj. 谷类的；谷类制成的"
treatise,n. 论述；论文；专著
vision,"n. 视力；美景；眼力；幻象；想象力；幻视（漫威漫画旗下超级英雄）
vt. 想象；显现；梦见"
suburban,"n. 郊区居民
adj. 郊区的，城郊的；土气的；见闻不广的"
leaflet,n. 小叶；传单
aspiration,n. 渴望；抱负；送气；吸气；吸引术
ritual,"n. 仪式；惯例；礼制
adj. 仪式的；例行的；礼节性的"
withhold,"vt. 保留，不给；隐瞒；抑制
vi. 忍住；克制"
dump,"n. 垃圾场；仓库；无秩序地累积
vt. 倾倒；倾卸；丢下，卸下；摆脱，扔弃；倾销
vi. 倒垃圾；突然跌倒或落下；卸货；转嫁（责任等）"
esteem,"n. 尊重；尊敬
vt. 尊敬；认为；考虑；估价"
staple,"n. 主要产品；订书钉；主题；主食
adj. 主要的，大宗生产的；常用的；纺织纤维的
vt. 把…分级；钉住"
regurgitate,"vt. 使回流；使回涌；使反刍
vi. 回流；回涌；反胃；反刍"
departmental,adj. 部门的；各县的；分科的
burden,"n. 负担；责任；船的载货量
vt. 使负担；烦扰；装货于"
underline,"n. 下划线；下期节目预告
vt. 强调；在…下面划线；预告"
extend,"vt. 延伸；扩大；推广；伸出；给予；使竭尽全力；对…估价
vi. 延伸；扩大；伸展；使疏开"
outlook,"n. 展望；观点；景色
vt. 比……好看；用目光压倒
vi. 朝外看"
trickle,"n. 滴，淌；细流
vt. 使…滴；使…淌；使…细细地流
vi. 滴；细细地流；慢慢地移动"
poultry,"n. 家禽
家禽肉"
hollow,"n. 洞；山谷；窟窿
adj. 空的；中空的，空腹的；凹的；虚伪的
vt. 使成为空洞
adv. 彻底地；无用地
vi. 形成空洞"
nominal,"adj. 名义上的；有名无实的； 票面上的
n.  名词性词"
wean,"n. （苏格兰）幼儿
vt. 使断奶；使断念；使放弃"
disregard,"n. 忽视；不尊重
vt. 忽视；不理；漠视；不顾"
penetrate,"vi. 渗透；刺入；看透
vt. 渗透；穿透；洞察"
fragrance,n. 香味，芬芳
dreadful,adj. 可怕的；糟透的，令人不快的
financial,adj. 金融的；财政的，财务的
endow,vt. 赋予；捐赠；天生具有
microcosm,n. 微观世界；小宇宙；作为宇宙缩影的人类；缩图（等于microcosmos）
detract,"vi. 贬低；减去
vt. 转移，使分心"
awkward,adj. 尴尬的；笨拙的；棘手的；不合适的
flicker,"n. 闪烁；闪光；电影
vi. 闪烁；摇曳；颤动；扑动翅膀；假装昏倒
vt. 使闪烁；使摇曳"
occasion,"n. 时机，机会；场合；理由
vt. 引起，惹起"
machinery,n. 机械；机器；机构；机械装置
likelihood,n. 可能性，可能
concentrate,"n. 浓缩，精选；浓缩液
vi. 集中；浓缩；全神贯注；聚集
vt. 集中；浓缩"
barter,"n. 易货贸易；物物交换；实物交易
vt. 以…作为交换；拿…进行易货贸易
vi. 进行易货贸易； 作物物交换；讨价还价"
apprehensive,adj. 忧虑的；不安的；敏悟的；知晓的
monumental,adj. 不朽的；纪念碑的；非常的
badge,"n. 徽章；证章；标记
vt. 授给…徽章"
meticulous,adj. 一丝不苟的；小心翼翼的；拘泥小节的
nocturnal,adj. 夜的；夜曲的；夜间发生的
bloom,"n. 花；青春；旺盛
vt. 使开花；使茂盛
vi. 开花；茂盛"
tardy,"n. 迟到
adj. 缓慢的，迟缓的；迟到的"
civil,adj. 公民的；民间的；文职的；有礼貌的；根据民法的
juvenile,"adj. 青少年的；幼稚的
n. 青少年；少年读物"
denial,n. 否认；拒绝；节制；背弃
suffrage,n. 选举权；投票；参政权；代祷；赞成票
susceptible,"n. 易得病的人
adj. 易受影响的；易感动的；容许…的"
optic,"adj. 光学的；视觉的；眼睛的
n. 眼睛；镜片"
plaintiff,n. 原告
exodus,n. 《出埃及记》（《圣经》第二卷）
universe,n. 宇宙；世界；领域
administration,n. 管理；行政；实施；行政机构
acclaim,"n. 欢呼，喝彩；称赞
vt. 称赞；为…喝彩，向…欢呼
vi. 欢呼，喝彩"
innate,adj. 先天的；固有的；与生俱来的
spring,"n. 春天；弹簧；泉水；活力；跳跃
adj. 春天的
vt. 使跳起；使爆炸；突然提出；使弹开
vi. 生长；涌出；跃出；裂开"
underscore,"n. 底线， 下划线
vt. 强调；划线于…下"
trespass,"n. 罪过；非法侵入；过失；擅自进入
vi. 侵入；犯罪；打扰；冒犯"
squeeze,"n. 压榨；紧握；拥挤；佣金
vt. 挤；紧握；勒索
vi. 压榨"
avid,adj. 渴望的，贪婪的；热心的
facade,n. 正面；表面；外观
block,"n. 块；街区；大厦；障碍物
adj. 成批的，大块的；交通堵塞的
vt. 阻止；阻塞；限制；封盖"
proportionate,"adj. 成比例的；相称的；适当的
vt. 使成比例；使相称"
border,"n. 边境；边界；国界
vt. 接近；与…接壤；在…上镶边
vi. 接界；近似"
virtue,n. 美德；优点；贞操；功效
whereby,adv. 凭借；通过…；借以；与…一致
trample,"n. 蹂躏；践踏声
vi. 践踏；蔑视，伤害；脚步沉重地走
vt. 践踏；蔑视，伤害"
chamber,"n. （身体或器官内的）室，膛；房间；会所
adj. 室内的；私人的，秘密的
vt. 把…关在室内；装填（弹药等）"
exhilaration,n. 愉快；令人高兴
disposal,n. 处理；支配；清理；安排
emboss,vt. 使凸出；在……上作浮雕图案；装饰
overwork,"vi. 工作过度
vt. 工作过度
n. 过度工作
过度工作的"
intricate,adj. 复杂的；错综的，缠结的
removal,n. 免职；移动；排除；搬迁
breeze,"n. 微风；轻而易举的事；煤屑；焦炭渣；小风波
vi. 吹微风；逃走"
soak,"n. 浸；湿透；大雨
vi. 浸泡；渗透
vt. 吸收，吸入；沉浸在（工作或学习中）；使……上下湿透"
ingestion,n. 摄取；吸收；咽下
